step,sps,policy_loss,value_loss,mi_loss,div_loss,kl_loss,score,mean_return,ego_enc_delta,partner_enc_delta,road_enc_delta,role_std,role_norm
139984896,54902.6,-3.7e-05,1.049639,0.000776,-0.785156,0.0,0.1726,-2.8424,0.007402,0.007059,0.007231,18.628054,25.260956
140771328,54997.0,-0.002952,1.0416,0.000808,-0.742188,0.0,0.1745,-2.8169,0.009254,0.009202,0.008562,18.79167,26.12904
141557760,55081.8,-0.002052,1.087763,0.001091,-0.742188,0.0,0.1765,-2.7918,0.007419,0.00811,0.008308,18.439518,25.266541
142344192,55158.5,-0.003026,0.977646,0.000699,-0.757812,0.0,0.1789,-2.7663,0.007302,0.005757,0.004716,21.426008,25.861038
143130624,54957.1,0.003088,0.92836,0.000676,-0.796875,0.0,0.18,-2.7348,0.008145,0.010133,0.010276,13.260416,13.155487
143917056,55049.8,0.00342,0.997176,0.000699,-0.925781,0.0,0.1799,-2.7173,0.005944,0.004729,0.006176,23.141354,26.108936
144703488,55143.0,0.00238,0.94593,0.000682,-0.804688,0.0,0.1803,-2.6891,0.006086,0.004775,0.006254,20.543045,26.846191
145489920,54875.0,-0.002131,0.988324,0.00121,-0.824219,0.0,0.1804,-2.6627,0.009517,0.00942,0.008398,21.865688,25.386913
146276352,54966.5,0.006914,0.978722,0.000815,-0.714844,0.0,0.1835,-2.6284,0.007905,0.00839,0.008309,19.728197,25.903389
147062784,55056.2,-0.002235,0.944983,0.001185,-0.675781,0.0,0.1864,-2.595,0.008172,0.00797,0.007697,18.367474,25.016972
147849216,55146.1,-0.000788,1.044278,0.000711,-0.730469,0.0,0.1882,-2.5731,0.007922,0.005424,0.005361,18.849005,28.380005
148635648,54997.6,-0.003153,1.158905,0.000701,-0.792969,0.0,0.1907,-2.5388,0.006925,0.005726,0.004722,20.331772,27.428488
149422080,55085.0,-3.6e-05,0.981737,0.001025,-0.839844,0.0,0.1915,-2.5134,0.00895,0.009467,0.010414,21.646248,26.367483
150208512,55172.8,-0.000922,0.894341,0.001625,-0.875,0.0,0.1938,-2.4832,0.00793,0.005892,0.006662,23.276213,25.540451
150994944,54946.1,-0.00982,0.935897,0.000919,-0.925781,0.0,0.1959,-2.4532,0.010483,0.006687,0.007184,24.745991,24.092709
